,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,1234.532470703125,688.2694091796875,686.2330322265625,1996.0755615234375,1286.0,773.5499877929688,705.7277221679688,2190.35009765625,1296.5,777.5,712.585205078125,2218.949951171875,1276.0,755.0,703.3047485351562,2184.699951171875,1282.699951171875,760.0,706.3449096679688,2217.85009765625,3725784.0,36952038,18282382,2843893
2020-01-14,1237.892333984375,690.1377563476562,679.8760986328125,2011.1571044921875,1289.5,775.6500244140625,699.1902465820312,2206.89990234375,1292.550048828125,776.9500122070312,708.6078491210938,2229.800048828125,1277.5,767.2000122070312,695.7386474609375,2195.0,1289.0,769.9500122070312,704.0361938476562,2195.0,3943145.0,11414418,15816535,2948452
2020-01-15,1232.8525390625,682.9307861328125,677.408935546875,2029.3828125,1284.25,767.5499877929688,696.6529541015625,2226.89990234375,1287.949951171875,773.8499755859375,703.990478515625,2231.0,1274.0999755859375,762.1500244140625,694.0928344726562,2194.199951171875,1286.4000244140625,773.8499755859375,702.1389770507812,2213.0,5893724.0,6047430,15817859,2620681
2020-01-16,1236.116455078125,682.4414672851562,683.6546630859375,2040.22802734375,1287.6500244140625,767.0,703.0761108398438,2238.800048828125,1291.0,772.5,705.5676879882812,2249.0,1279.3499755859375,760.25,698.5501708984375,2215.0,1282.050048828125,770.7000122070312,699.0073852539062,2226.949951171875,3575200.0,5740586,12847975,3117214
2020-01-17,1226.9967041015625,683.1976928710938,702.8143310546875,2022.275146484375,1278.1500244140625,767.8499755859375,722.780029296875,2219.10009765625,1284.9000244140625,772.9000244140625,724.5858154296875,2253.550048828125,1271.9000244140625,762.25,710.07080078125,2213.0,1281.75,770.7000122070312,710.2079467773438,2240.75,8459407.0,3762957,29463471,3281059
2020-01-20,1204.6771240234375,683.7315063476562,681.1875610351562,1977.84912109375,1254.9000244140625,768.4500122070312,700.5388793945312,2170.35009765625,1304.8499755859375,774.4000244140625,735.5806884765625,2242.199951171875,1252.5,762.9500122070312,697.8187255859375,2156.199951171875,1304.8499755859375,771.5999755859375,735.5806884765625,2194.89990234375,11089225.0,3887680,32545850,5817599
2020-01-21,1194.5494384765625,678.4375610351562,681.8765258789062,1978.4873046875,1244.3499755859375,762.5,701.2474975585938,2171.050048828125,1250.0,770.5,706.7106323242188,2186.550048828125,1238.4000244140625,760.75,695.8071899414062,2158.050048828125,1250.0,768.4500122070312,698.8245239257812,2169.949951171875,7492402.0,4448374,18922720,1902980
2020-01-22,1191.189453125,685.28857421875,681.6320190429688,2011.1571044921875,1240.8499755859375,770.2000122070312,700.9960327148438,2206.89990234375,1255.0,778.0,707.1220703125,2210.0,1234.4000244140625,766.0,699.9674072265625,2173.699951171875,1248.050048828125,768.4500122070312,705.8648681640625,2181.0,9184155.0,9733935,10322817,1773686
2020-01-23,1195.029296875,697.8787231445312,678.7425537109375,2001.1551513671875,1244.8499755859375,784.3499755859375,698.0244750976562,2190.949951171875,1246.8499755859375,785.5,704.9276733398438,2217.75,1231.0,776.7000122070312,695.212890625,2183.699951171875,1240.0,777.0999755859375,702.4360961914062,2209.800048828125,5754460.0,12528017,11247739,2069866
2020-01-24,1194.741455078125,696.4550170898438,676.3865356445312,1994.259521484375,1244.550048828125,782.75,695.6015014648438,2183.39990234375,1254.0,786.5,702.3675537109375,2190.949951171875,1239.0999755859375,773.5999755859375,694.22998046875,2170.0,1246.0,775.75,698.093017578125,2190.949951171875,5915878.0,7540490,14628445,1319430
2020-01-27,1164.64599609375,692.3176879882812,669.7184448242188,1981.3355712890625,1213.199951171875,778.0999755859375,688.7439575195312,2169.25,1235.0,784.7999877929688,696.92724609375,2193.449951171875,1211.75,774.4000244140625,688.0353393554688,2165.0,1235.0,779.0499877929688,692.5613403320312,2189.699951171875,9444276.0,3741610,13387750,1549101
2020-01-28,1174.2457275390625,692.2286987304688,654.24853515625,1994.5791015625,1223.199951171875,778.0,672.8345947265625,2183.75,1227.800048828125,781.7999877929688,690.3212280273438,2187.800048828125,1213.25,772.0,669.1087036132812,2152.0,1218.800048828125,781.0,689.68115234375,2174.0,6706079.0,5121009,24532236,1743024
2020-01-29,1186.3895263671875,702.6387939453125,657.8493041992188,1967.9547119140625,1235.8499755859375,789.7000122070312,676.5376586914062,2154.60009765625,1242.0,792.7999877929688,683.1893920898438,2186.949951171875,1222.25,784.25,669.3143920898438,2150.0,1225.300048828125,786.5999755859375,673.8860473632812,2185.0,6894175.0,6832757,24746565,2306761
2020-01-30,1176.9818115234375,694.631103515625,641.8013916015625,1952.6553955078125,1226.050048828125,780.7000122070312,660.033935546875,2137.85009765625,1238.949951171875,789.7000122070312,676.4690551757812,2165.0,1217.199951171875,778.0,658.319580078125,2125.0,1238.949951171875,789.7000122070312,676.1490478515625,2160.0,6055992.0,3859680,22402689,2098567
2020-01-31,1177.2218017578125,690.4047241210938,627.53173828125,1898.9493408203125,1226.300048828125,775.9500122070312,645.35888671875,2079.050048828125,1237.800048828125,784.9500122070312,664.3770141601562,2144.35009765625,1220.25,771.5999755859375,643.3245239257812,2071.60009765625,1231.449951171875,780.5499877929688,664.2626953125,2139.39990234375,5589134.0,6092028,34750310,3287223
2020-02-03,1145.0623779296875,682.7974243164062,615.9071044921875,1920.3682861328125,1192.800048828125,767.4000244140625,633.4039916992188,2102.5,1197.949951171875,790.9500122070312,640.0100708007812,2194.699951171875,1177.699951171875,764.5,623.140625,2093.199951171875,1197.0,782.0,626.272216796875,2152.0,6538505.0,6416745,30712290,4728073
2020-02-04,1180.5816650390625,700.9927368164062,634.0888061523438,1925.162841796875,1229.800048828125,787.8499755859375,652.1021118164062,2107.75,1234.0,789.9000244140625,654.8908081054688,2136.699951171875,1198.0,770.0999755859375,639.0271606445312,2086.60009765625,1198.0,770.0999755859375,640.0328979492188,2129.0,10448852.0,5771311,25383901,3509339
2020-02-05,1194.8372802734375,698.0565795898438,643.9130249023438,1960.6021728515625,1244.6500244140625,784.5499877929688,662.2054443359375,2146.550048828125,1248.0,786.0,664.1712646484375,2156.699951171875,1227.300048828125,774.4000244140625,653.8850708007812,2104.300048828125,1234.9000244140625,781.0,655.9879760742188,2115.0,9010341.0,6310409,18472100,2439322
2020-02-06,1190.181396484375,686.3119506835938,648.047119140625,1943.978271484375,1239.800048828125,771.3499755859375,666.4570922851562,2128.35009765625,1248.699951171875,786.7999877929688,670.6630249023438,2174.199951171875,1237.199951171875,770.0,658.3652954101562,2115.5,1244.6500244140625,784.3499755859375,664.765625,2145.0,5913775.0,7341622,15538577,2640065
2020-02-07,1192.4853515625,691.6058959960938,637.3116455078125,1951.4683837890625,1242.199951171875,777.2999877929688,655.4165649414062,2136.550048828125,1247.0,778.8499755859375,663.965576171875,2151.0,1231.5999755859375,771.0,652.970703125,2119.0,1246.0,775.9500122070312,663.348388671875,2139.0,3407724.0,2853344,12209212,2083442
2020-02-10,1190.6614990234375,687.9580078125,638.178466796875,1974.66748046875,1240.300048828125,773.2000122070312,656.3080444335938,2161.949951171875,1242.949951171875,778.0,660.833984375,2167.0,1226.050048828125,769.75,644.810302734375,2119.0,1242.949951171875,774.0,652.8335571289062,2140.89990234375,4609917.0,3827682,15142476,2383032
2020-02-11,1190.949462890625,688.2694091796875,645.8023071289062,1966.8585205078125,1240.5999755859375,773.5499877929688,664.1484375,2153.39990234375,1255.0,779.0999755859375,670.2973022460938,2174.800048828125,1238.050048828125,769.2000122070312,660.6282348632812,2147.60009765625,1243.300048828125,779.0,661.7025756835938,2163.0,5806760.0,4312817,13999816,1335820
2020-02-12,1199.0133056640625,694.9424438476562,653.6038818359375,1982.70556640625,1249.0,781.0499877929688,672.1716918945312,2170.75,1252.9000244140625,783.25,674.2518310546875,2185.0,1244.050048828125,775.0999755859375,665.1770629882812,2150.0,1245.199951171875,775.7999877929688,665.7028198242188,2151.10009765625,3148965.0,2948825,13533565,1620407
2020-02-13,1191.7174072265625,704.9078979492188,655.3153686523438,2002.0692138671875,1241.4000244140625,792.25,673.9317626953125,2191.949951171875,1259.9000244140625,794.0,675.5775756835938,2197.0,1233.5999755859375,782.2000122070312,668.6514892578125,2171.0,1259.9000244140625,785.0,675.5775756835938,2172.949951171875,4556070.0,4387430,13565659,1645948
2020-02-14,1170.5499267578125,699.7471923828125,661.2944946289062,1994.9901123046875,1219.3499755859375,786.4500122070312,680.0806884765625,2184.199951171875,1248.4000244140625,799.2000122070312,686.4124145507812,2212.0,1215.0,784.5999755859375,664.3084106445312,2171.0,1243.199951171875,794.5,675.3489990234375,2188.0,7344429.0,5321680,21227841,1500115
2020-02-17,1168.43798828125,702.4164428710938,657.1380004882812,2012.390380859375,1217.1500244140625,789.4500122070312,675.80615234375,2203.25,1233.0,793.4500122070312,688.5610961914062,2217.0,1214.449951171875,783.2999877929688,674.0003662109375,2190.199951171875,1225.0,790.2999877929688,680.720703125,2196.949951171875,5076345.0,2929629,13149130,1774724
2020-02-18,1164.694091796875,709.7124633789062,652.3148193359375,2023.8074951171875,1213.25,797.6500244140625,670.8458862304688,2215.75,1218.5,799.0499877929688,674.7318115234375,2221.0,1203.5,783.6500244140625,666.2742309570312,2186.050048828125,1216.9000244140625,785.0,674.7318115234375,2199.949951171875,5264558.0,5083346,11127161,2486223
2020-02-19,1178.085693359375,712.2037353515625,668.4959716796875,2006.088623046875,1227.199951171875,800.4500122070312,687.4867553710938,2196.35009765625,1230.0,804.8499755859375,688.6982421875,2230.0,1213.9000244140625,796.1500244140625,674.3660888671875,2190.5,1222.5,800.0,676.3090209960938,2215.75,5006134.0,3985192,14084409,1760463
2020-02-20,1168.3900146484375,709.134033203125,660.5609130859375,1969.964111328125,1217.0999755859375,797.0,679.3263549804688,2156.800048828125,1230.0,806.0999755859375,689.4068603515625,2214.39990234375,1214.0999755859375,793.8499755859375,678.3434448242188,2151.25,1230.0,803.25,684.3780517578125,2204.5,5561707.0,4564569,16892268,2317278
2020-02-24,1161.526123046875,708.11083984375,642.3348999023438,1932.10498046875,1209.949951171875,795.8499755859375,660.58251953125,2115.35009765625,1214.75,811.5999755859375,675.2346801757812,2178.949951171875,1200.0,792.1500244140625,658.1138305664062,2106.699951171875,1208.949951171875,800.0999755859375,671.9202270507812,2156.0,8284042.0,6627536,21370214,3092877
2020-02-25,1152.2623291015625,710.3798217773438,629.6433715820312,1969.3702392578125,1200.300048828125,798.4000244140625,647.5304565429688,2156.14990234375,1209.0,806.0,663.53125,2176.64990234375,1198.0,795.4000244140625,644.6045532226562,2111.0,1204.0,799.0,663.53125,2115.5,6943340.0,6996695,27745062,2674567
2020-02-26,1151.2542724609375,696.4550170898438,618.7965698242188,1939.6402587890625,1199.25,782.75,636.3755493164062,2123.60009765625,1204.699951171875,801.4500122070312,645.6788940429688,2163.89990234375,1185.6500244140625,780.5,634.249755859375,2112.949951171875,1197.5,793.9500122070312,644.6045532226562,2154.0,6907393.0,8760569,29362748,2686842
2020-02-27,1151.4461669921875,692.09521484375,616.2405395507812,1923.1080322265625,1199.449951171875,777.8499755859375,633.7468872070312,2105.5,1202.5,780.75,637.198486328125,2119.949951171875,1181.0,772.2000122070312,625.8607177734375,2086.199951171875,1195.0,778.0,634.546875,2119.949951171875,10327549.0,5223386,25054993,2349001
2020-02-28,1130.518798828125,651.0331420898438,590.6351318359375,1826.8843994140625,1177.6500244140625,731.7000122070312,607.4140625,2000.1500244140625,1185.0,756.7999877929688,620.374755859375,2069.5,1170.0999755859375,722.0499877929688,605.7454223632812,1990.0,1175.5,750.0,619.4146728515625,2068.0,12156528.0,14123957,39315769,4298076
2020-03-02,1132.3907470703125,659.352294921875,585.0784912109375,1827.9345703125,1179.5999755859375,741.0499877929688,601.6995239257812,2001.300048828125,1201.1500244140625,765.9000244140625,625.8607177734375,2053.949951171875,1166.1500244140625,733.75,594.8191528320312,1985.699951171875,1200.199951171875,737.0,619.506103515625,2035.0,7332449.0,9821523,29500495,2667076
2020-03-03,1134.502685546875,664.6463012695312,596.9475708007812,1859.8114013671875,1181.800048828125,747.0,613.9058227539062,2036.199951171875,1185.3499755859375,759.0,618.95751953125,2060.0,1168.0,741.25,604.3739013671875,2012.0,1175.0,755.0,607.8941040039062,2020.0,11184775.0,7826587,27398798,2757585
2020-03-04,1102.871337890625,675.1009521484375,595.5473022460938,1902.73974609375,1148.8499755859375,758.75,612.4657592773438,2083.199951171875,1180.0,761.5,618.9118041992188,2094.449951171875,1133.0999755859375,745.5499877929688,597.9278564453125,2025.0,1178.3499755859375,753.9000244140625,618.0889282226562,2056.0,17144435.0,11013444,22105261,3237002
2020-03-05,1105.271240234375,671.4085083007812,582.8557739257812,1940.9642333984375,1151.3499755859375,754.5999755859375,599.4136962890625,2125.050048828125,1165.0,773.5499877929688,620.80908203125,2147.75,1142.75,751.75,597.0592651367188,2084.050048828125,1153.0,763.75,618.1803588867188,2085.699951171875,9774854.0,7755293,30510390,3937056
2020-03-06,1089.479736328125,657.48388671875,565.0075073242188,1933.1094970703125,1134.9000244140625,738.9500122070312,581.0584106445312,2116.449951171875,1140.9000244140625,744.0,588.8988647460938,2123.64990234375,1101.0,729.0999755859375,567.38916015625,2071.60009765625,1125.0,741.0,580.6012573242188,2098.0,11526783.0,9216022,33734039,2595027
2020-03-09,1062.984375,626.7872924804688,495.2817687988281,1801.4923095703125,1107.300048828125,704.4500122070312,509.3518981933594,1972.3499755859375,1118.4000244140625,725.8499755859375,567.3434448242188,2079.89990234375,1065.0,697.0,500.59716796875,1935.0,1110.0,724.5,566.9091186523438,2075.0,17210295.0,10308654,88187018,4940975
2020-03-11,1069.2242431640625,610.3715209960938,512.7965698242188,1784.4580078125,1113.800048828125,686.0,527.3642578125,1953.699951171875,1120.0,695.9500122070312,538.7476806640625,1987.300048828125,1092.0,669.0499877929688,506.5403137207031,1920.0,1105.0,690.6500244140625,506.5403137207031,1933.0,17769120.0,16165009,59578576,6796449
2020-03-12,980.4261474609375,561.6128540039062,472.5436706542969,1616.5343017578125,1021.2999877929688,631.2000122070312,485.96783447265625,1769.8499755859375,1080.0,670.0,503.34014892578125,1908.4000244140625,1003.4500122070312,627.5,479.43035888671875,1758.3499755859375,1075.0,668.0,496.0255126953125,1904.0,29500385.0,13965574,55970485,8728786
2020-03-13,1026.9852294921875,571.5335693359375,491.3476257324219,1649.8267822265625,1069.800048828125,642.3499755859375,505.30596923828125,1806.300048828125,1081.449951171875,667.0,521.1696166992188,1820.0,919.2000122070312,570.0,430.8335876464844,1506.050048828125,980.0499877929688,592.0,456.25201416015625,1687.9000244140625,33171182.0,16903113,73297403,8029720
2020-03-16,959.4986572265625,518.860107421875,451.5170593261719,1549.4466552734375,999.5,583.1500244140625,464.3438720703125,1696.4000244140625,1037.0,622.1500244140625,493.6025085449219,1842.25,995.0,580.0,459.4521789550781,1675.8499755859375,1035.0,622.0,484.8477783203125,1755.0,15993161.0,19140152,38482258,7844271
2020-03-17,936.0751342773438,493.7690734863281,448.0941162109375,1514.373046875,975.0999755859375,554.9500122070312,460.8236999511719,1658.0,1010.0,592.0,484.5963439941406,1731.0,954.7000122070312,550.0,458.6293029785156,1623.1500244140625,1008.0,588.0999755859375,478.7674560546875,1730.0,21338419.0,16059887,45445979,5713248
2020-03-18,841.8052368164062,475.3956298828125,430.53485107421875,1511.0850830078125,876.9000244140625,534.2999877929688,442.765625,1654.4000244140625,993.0,578.0,473.5786437988281,1713.550048828125,865.0,528.0,439.3368835449219,1627.75,985.0,568.0,468.732666015625,1676.800048828125,30590703.0,15390183,44730415,7258778
2020-03-19,859.7088012695312,485.4053955078125,407.95233154296875,1505.5189208984375,895.5499877929688,545.5499877929688,419.54156494140625,1636.3499755859375,919.9500122070312,558.0,442.0798645019531,1685.449951171875,795.0,509.25,407.8838195800781,1546.75,847.0,509.25,420.6387634277344,1559.699951171875,33610024.0,16583991,61404010,5135111
2020-03-20,847.51708984375,520.6842041015625,452.5172424316406,1653.73828125,882.8499755859375,585.2000122070312,465.37249755859375,1797.449951171875,914.5999755859375,617.4500122070312,473.1214599609375,1869.0,824.5499877929688,548.0,425.1647033691406,1627.0,875.0,549.5,429.5077819824219,1630.0,44318732.0,21354894,63360475,8547498
2020-03-23,740.6714477539062,468.4111022949219,392.99365234375,1536.202392578125,771.5499877929688,526.4500122070312,404.1579284667969,1669.699951171875,838.75,560.9500122070312,434.30804443359375,1750.0,765.0,515.9000244140625,400.3177185058594,1617.75,794.5999755859375,540.0,418.8558044433594,1620.0,25138477.0,17146150,40670949,7003490
2020-03-24,736.9755859375,524.7769775390625,419.3769836425781,1566.9781494140625,767.7000122070312,589.7999877929688,431.2907409667969,1703.1500244140625,810.0,601.1500244140625,443.45135498046875,1770.0,738.75,522.0,409.5296325683594,1632.8499755859375,795.25,522.0,425.1647033691406,1653.050048828125,30528636.0,20027097,45734887,6350865
2020-03-25,822.4616088867188,539.3690185546875,481.10101318359375,1610.3583984375,856.75,606.2000122070312,494.7682800292969,1750.300048828125,867.4500122070312,635.0,526.4498901367188,1810.0,755.25,565.7000122070312,440.3655090332031,1680.0,770.4500122070312,597.0,440.616943359375,1700.0,23614021.0,18339548,73130298,2765520
2020-03-26,865.0366821289062,572.1119384765625,473.9661865234375,1647.7581787109375,901.0999755859375,643.0,487.4307556152344,1790.949951171875,937.7000122070312,650.8499755859375,510.6091003417969,1832.050048828125,841.0,612.0999755859375,476.52734375,1722.550048828125,870.0999755859375,615.0,500.962890625,1831.5999755859375,28521578.0,14843813,45744488,4556067
2020-03-27,868.2526245117188,580.7426147460938,473.699462890625,1678.6258544921875,904.4500122070312,652.7000122070312,487.1564636230469,1824.5,988.6500244140625,674.9000244140625,506.2203063964844,1850.0,872.0999755859375,642.25,478.2874450683594,1750.4000244140625,944.9500122070312,665.0499877929688,500.59716796875,1820.0,27617968.0,13495283,41657940,4331250
2020-03-30,798.3662719726562,557.6089477539062,458.073974609375,1636.3035888671875,831.6500244140625,626.7000122070312,471.0870666503906,1778.5,887.0,663.5,491.3623962402344,1905.0,828.0,621.0999755859375,466.3096923828125,1763.550048828125,880.0,625.0999755859375,475.7273254394531,1766.0,19634222.0,14624804,30229866,8513547
2020-03-31,827.4056396484375,570.7772827148438,495.1039733886719,1680.0977783203125,861.9000244140625,641.5,509.1690368652344,1826.0999755859375,873.5999755859375,662.0,516.5065307617188,1855.0,838.0,633.7000122070312,479.1103515625,1780.0,853.7999877929688,650.0,490.97381591796875,1837.4000244140625,17605546.0,15175521,44292810,3927593
2020-04-01,796.4462890625,536.34375,480.3009033203125,1572.13037109375,829.6500244140625,602.7999877929688,493.9454040527344,1708.75,863.8499755859375,637.5,514.1292724609375,1834.75,820.0,594.0,477.8302917480469,1702.0,863.8499755859375,634.3499755859375,513.054931640625,1825.9000244140625,14551752.0,13083824,41597459,4941878
2020-04-03,781.278564453125,521.1289672851562,478.9672546386719,1521.941650390625,813.8499755859375,585.7000122070312,492.5738830566406,1654.199951171875,844.0,606.0,518.6323852539062,1740.0,810.0,582.1500244140625,482.9048156738281,1650.0,843.0,603.5,518.6323852539062,1740.0,17498140.0,10221655,41367807,5735369
2020-04-07,860.23681640625,568.5529174804688,536.1571044921875,1633.267578125,896.0999755859375,639.0,551.3883666992188,1775.199951171875,907.2999877929688,644.25,554.9999389648438,1785.8499755859375,845.3499755859375,612.9000244140625,502.88299560546875,1705.0,874.0,615.0,503.8430480957031,1710.0,30206319.0,15145605,54373624,5427577
2020-04-08,853.3250122070312,561.9686279296875,529.9556884765625,1569.093994140625,888.9000244140625,631.5999755859375,545.0108642578125,1705.449951171875,945.0,655.6500244140625,561.8574829101562,1806.0,866.0999755859375,626.3499755859375,530.31298828125,1701.0,879.9500122070312,630.0,539.456298828125,1760.0,28109676.0,11806896,49880330,6285615
2020-04-09,888.0281982421875,566.1061401367188,542.3139038085938,1624.94091796875,925.0499877929688,636.25,557.7200927734375,1766.1500244140625,930.9000244140625,652.7999877929688,563.5946655273438,1778.800048828125,890.0,632.0999755859375,545.3994750976562,1731.199951171875,913.0,646.7999877929688,554.9999389648438,1750.449951171875,22228573.0,11931114,33032857,5307397
2020-04-13,859.516845703125,567.12939453125,528.6221313476562,1618.5928955078125,895.3499755859375,637.4000244140625,543.639404296875,1759.25,946.7000122070312,651.7000122070312,555.4571533203125,1787.0,886.2000122070312,626.0499877929688,539.456298828125,1746.0,934.0,629.0,550.4054565429688,1761.0,17079028.0,8330276,23673784,2990438
2020-04-15,828.7494506835938,568.5973510742188,511.1517639160156,1596.41943359375,863.2999877929688,639.0499877929688,525.6727294921875,1735.1500244140625,930.5,653.2999877929688,565.0576171875,1812.0,843.0,635.5999755859375,522.5411376953125,1727.800048828125,930.5,651.4000244140625,547.2509765625,1785.0,28989376.0,11963447,35321842,4761399
2020-04-16,844.5411376953125,555.0730590820312,519.2423095703125,1578.846923828125,879.75,623.8499755859375,533.9931640625,1716.050048828125,890.7000122070312,634.9000244140625,542.8621826171875,1764.9000244140625,856.25,603.5,523.4555053710938,1675.050048828125,865.0,619.9500122070312,525.6727294921875,1709.949951171875,26927198.0,17783287,37455706,6245533
2020-04-17,873.8685302734375,559.4329223632812,544.1141967773438,1661.7890625,910.2999877929688,628.75,559.5715942382812,1806.199951171875,920.0,646.0,562.3146362304688,1851.949951171875,887.25,626.0,545.2394409179688,1753.0,915.0,644.0,555.914306640625,1800.0,27941731.0,8878320,33269335,9895823
2020-04-20,907.0357666015625,581.2763671875,552.9161987304688,1673.2435302734375,944.8499755859375,653.2999877929688,568.62353515625,1818.6500244140625,960.9500122070312,661.0,574.6580810546875,1830.0,935.0,639.0,549.5139770507812,1802.5,951.0,640.0,560.4859619140625,1830.0,33116493.0,13322913,36030932,3244282
2020-04-21,884.7642822265625,563.3922729492188,550.0488891601562,1598.719970703125,921.6500244140625,633.2000122070312,565.6748046875,1737.6500244140625,934.0,646.5,572.3722534179688,1794.5999755859375,908.0,627.7999877929688,532.1416625976562,1727.699951171875,925.0,627.7999877929688,553.1712646484375,1765.0,16589003.0,11660575,61371628,5122541
2020-04-22,891.4360961914062,571.0886840820312,606.1716918945312,1628.023193359375,928.5999755859375,641.8499755859375,623.3920288085938,1769.5,933.0,645.0,633.1296997070312,1790.0,907.2999877929688,628.0499877929688,594.3162841796875,1719.1500244140625,919.1500244140625,633.2000122070312,603.4595947265625,1737.6500244140625,19144677.0,8266728,142683366,3829836
2020-04-23,916.7315673828125,604.409912109375,609.4168701171875,1728.078125,954.9500122070312,679.2999877929688,626.7293701171875,1878.25,958.5,683.6500244140625,633.5640258789062,1900.0,912.5499877929688,638.0999755859375,618.6832275390625,1760.8499755859375,935.0,647.0499877929688,625.1064453125,1780.0,20450611.0,14451289,65464502,5934366
2020-04-24,900.5079345703125,585.4581909179688,629.9100952148438,1673.1513671875,938.0499877929688,658.0,647.8047485351562,1818.550048828125,958.4000244140625,675.0,683.4408569335938,1851.949951171875,926.0,654.7999877929688,615.89453125,1807.800048828125,933.0,668.5499877929688,617.2431640625,1840.699951171875,16642284.0,7319940,134986308,2987102
2020-04-27,892.4921264648438,591.3306274414062,635.577880859375,1689.75830078125,929.7000122070312,664.5999755859375,653.6336059570312,1836.5999755859375,957.4000244140625,681.0,674.3203735351562,1875.0,926.2999877929688,661.0499877929688,650.5477294921875,1825.0,945.1500244140625,661.0499877929688,655.5765380859375,1832.300048828125,13710536.0,7183306,58482901,3374741
2020-04-28,894.1240844726562,587.8605346679688,634.86669921875,1710.4136962890625,931.4000244140625,660.7000122070312,652.9021606445312,1859.050048828125,943.7999877929688,677.0,665.3827514648438,1868.0,922.0,653.0499877929688,636.4441528320312,1832.5999755859375,943.7999877929688,673.0,662.8912353515625,1865.0,14720718.0,7296571,78453401,2678505
